pid, cid, month, year, amountMNOK, amountMUSD, kBarrels,
1,PT,12,2016,0.00,0.00,0.00,
1,SE,1,2015,888.00,115.49,2451.49,
1,SE,1,2016,879.00,99.39,3337.46,
1,SE,1,2017,769.00,90.67,1691.98,
1,SE,2,2015,654.00,86.17,1572.66,
1,SE,2,2016,242.00,28.11,906.01,
1,SE,2,2017,327.00,39.27,722.45,
1,SE,3,2015,669.00,83.78,1585.88,
1,SE,3,2016,1075.00,126.56,3389.39,
1,SE,3,2017,1123.00,132.13,2595.94,
1,SE,4,2015,1843.00,233.35,4055.44,
1,SE,4,2016,594.00,72.17,1771.16,
1,SE,4,2017,1402.00,163.27,3130.18,
1,SE,5,2015,1134.00,150.12,2401.52,
1,SE,5,2016,1243.00,150.89,3284.42,
1,SE,5,2017,1321.00,154.99,3106.68,
1,SE,6,2015,1014.00,129.93,2119.29,
1,SE,6,2016,960.00,115.47,2421.22,
1,SE,6,2017,1370.00,161.90,3506.61,
1,SE,7,2015,1671.00,205.79,3787.05,
1,SE,7,2016,1350.00,159.35,3610.89,
1,SE,7,2017,1517.00,185.72,3896.87,
1,SE,8,2014,1991.00,320.92,3207.62,
1,SE,8,2015,1594.00,193.21,4228.76,
1,SE,8,2016,658.00,79.15,1763.66,
1,SE,8,2017,783.00,99.19,1986.17,
1,SE,9,2014,523.00,82.51,860.77,
1,SE,9,2015,610.00,73.67,1591.86,
1,SE,9,2016,899.00,109.46,2430.30,
1,SE,9,2017,1435.00,183.25,3460.74,
1,SE,10,2014,895.00,136.79,1589.07,
1,SE,10,2015,1741.00,210.49,4482.42,
1,SE,10,2016,431.00,52.79,1071.06,
1,SE,10,2017,1020.00,127.60,2323.30,
1,SE,11,2014,901.00,132.34,1718.98,
1,SE,11,2015,971.00,112.45,2608.43,
1,SE,11,2016,1058.00,125.85,2780.55,
1,SE,11,2017,861.00,105.18,1755.04,
1,SE,12,2014,999.00,137.51,2265.38,
1,SE,12,2015,611.00,70.27,1921.53,
1,SE,12,2016,1014.00,118.49,2251.72,
1,SE,12,2017,754.00,90.54,1479.62,
1,US,1,2015,237.00,30.82,654.28,
1,US,1,2016,187.00,21.14,710.02,
1,US,1,2017,0.00,0.00,0.00,
1,US,2,2015,502.00,66.14,1207.15,
1,US,2,2016,303.00,35.20,1134.38,
1,US,2,2017,0.00,0.00,0.00,
1,US,3,2015,486.00,60.86,1152.07,
1,US,3,2016,355.00,41.79,1119.29,
1,US,3,2017,0.00,0.00,0.00,
1,US,4,2015,806.00,102.05,1773.57,
1,US,4,2016,375.00,45.57,1118.16,
1,US,4,2017,0.00,0.00,0.00,
1,US,5,2015,393.00,52.03,832.27,
1,US,5,2016,431.00,52.32,1138.84,
1,US,5,2017,920.00,107.94,2163.62,
1,US,6,2015,776.00,99.44,1621.86,
1,US,6,2016,425.00,51.12,1071.89,
1,US,6,2017,434.00,51.29,1110.85,
1,US,7,2015,471.00,58.00,1067.44,
1,US,7,2016,391.00,46.15,1045.82,
1,US,7,2017,482.00,59.01,1238.16,
1,US,8,2014,0.00,0.00,0.00,
1,US,8,2015,392.00,47.52,1039.95,
1,US,8,2016,856.00,102.97,2294.37,
1,US,8,2017,1949.00,246.90,4943.86,
1,US,9,2014,412.00,64.99,678.09,
1,US,9,2015,0.00,0.00,0.00,
1,US,9,2016,414.00,50.41,1119.18,
1,US,9,2017,0.00,0.00,0.00,
1,US,10,2014,0.00,0.00,0.00,
1,US,10,2015,0.00,0.00,0.00,
1,US,10,2016,435.00,53.28,1081.00,
1,US,10,2017,589.00,73.68,1341.59,
1,US,11,2014,0.00,0.00,0.00,
1,US,11,2015,0.00,0.00,0.00,
1,US,11,2016,0.00,0.00,0.00,
1,US,11,2017,287.00,35.06,585.01,
1,US,12,2014,0.00,0.00,0.00,
1,US,12,2015,0.00,0.00,0.00,
1,US,12,2016,968.00,113.11,2149.57,
1,US,12,2017,0.00,0.00,0.00,
1,ZA,1,2016,0.00,0.00,0.00,
1,ZA,2,2016,0.00,0.00,0.00,
1,ZA,3,2016,0.00,0.00,0.00,
1,ZA,4,2016,0.00,0.00,0.00,
1,ZA,5,2016,0.00,0.00,0.00,
1,ZA,6,2016,0.00,0.00,0.00,
1,ZA,7,2016,0.00,0.00,0.00,
1,ZA,8,2016,0.00,0.00,0.00,
1,ZA,9,2016,421.00,51.26,1138.10,
1,ZA,10,2016,406.00,49.73,1008.94,
1,ZA,11,2016,0.00,0.00,0.00,
1,ZA,12,2016,0.00,0.00,0.00,
